Date,Open,High,Low,Close,Volume,Name
02-01-2015,532.6,535.8,527.88,529.55,1327870,GOOGL
05-01-2015,527.15,527.99,517.75,519.46,2059119,GOOGL
06-01-2015,520.5,521.21,505.55,506.64,2731813,GOOGL
07-01-2015,510.95,511.49,503.65,505.15,2345875,GOOGL
08-01-2015,501.51,507.5,495.02,506.91,3662224,GOOGL
09-01-2015,508.18,508.6,498.65,500.72,2100024,GOOGL
12-01-2015,499.24,500.28,490.91,497.06,2856938,GOOGL
13-01-2015,502.57,508.6,497.26,501.8,3050295,GOOGL
14-01-2015,500.42,508.26,498.16,505.93,2639959,GOOGL
15-01-2015,508.89,509.75,502.01,504.01,2556682,GOOGL
16-01-2015,503.15,510.85,503.09,510.46,2482858,GOOGL
20-01-2015,512.77,515.61,509.37,509.94,2343612,GOOGL
21-01-2015,510.84,521.85,509.59,520.39,2317789,GOOGL
22-01-2015,523,538.84,521.91,537.3,2803401,GOOGL
23-01-2015,538.03,545.41,535.75,541.95,2298290,GOOGL
26-01-2015,541.5,541.5,532.07,536.72,1546563,GOOGL
27-01-2015,531.4,532.78,520.86,521.19,1957440,GOOGL
28-01-2015,525,525.69,512.35,512.43,1791077,GOOGL
29-01-2015,512.9,515.19,503.48,513.23,3950857,GOOGL
30-01-2015,519,543.1,518.18,537.55,6055445,GOOGL
02-02-2015,534.32,536.5,521.72,532.2,3768861,GOOGL
03-02-2015,529.94,537.45,526.81,533.3,2353096,GOOGL
04-02-2015,533.14,536.75,525.03,526.1,1694832,GOOGL
05-02-2015,527.93,530.69,525.64,529.83,1658751,GOOGL
06-02-2015,531.01,540.22,528.65,533.88,2146922,GOOGL
09-02-2015,531.06,533.88,527.55,529.28,1515687,GOOGL
10-02-2015,532.15,541,529.17,540.16,2371468,GOOGL
11-02-2015,539.73,541.95,536,538,1915336,GOOGL
12-02-2015,539.66,548.34,537,546.01,2429520,GOOGL
13-02-2015,547.51,552.54,546.6,551.16,2369115,GOOGL
17-02-2015,551.16,553,543.26,545.01,1958679,GOOGL
18-02-2015,543.82,547.55,539.55,542.65,1558153,GOOGL
19-02-2015,542.47,546.86,540.75,546.45,1541669,GOOGL
20-02-2015,547.58,547.58,538.1,541.8,1911732,GOOGL
23-02-2015,539,539.3,532,535,1645276,GOOGL
24-02-2015,531.55,539.4,531,538.65,1421373,GOOGL
25-02-2015,538.44,549.57,538.01,547.33,2041827,GOOGL
26-02-2015,545.74,560.13,545.09,559.29,2701584,GOOGL
27-02-2015,558.15,569.42,557.03,562.63,3416445,GOOGL
02-03-2015,567,575.99,563.15,575.02,2520304,GOOGL
03-03-2015,576.35,580.85,570.5,578.8,2526280,GOOGL
04-03-2015,576.97,581.63,572.52,578.33,1898150,GOOGL
05-03-2015,579.62,583.2,578.23,581.44,1795889,GOOGL
06-03-2015,582,582.78,572.06,572.9,1879619,GOOGL
09-03-2015,570.92,575.45,569.05,574.1,1174244,GOOGL
10-03-2015,568.48,569.76,559.82,559.85,2004024,GOOGL
11-03-2015,559.8,564.18,555.41,555.69,2026158,GOOGL
12-03-2015,558.48,561.84,555.53,561.17,1780057,GOOGL
13-03-2015,559.23,564.36,550.33,553,1771354,GOOGL
16-03-2015,556.93,563.75,551.32,561.64,1842754,GOOGL
17-03-2015,558.29,560.64,554.41,557.61,1444560,GOOGL
18-03-2015,557.73,566.51,553.5,566.16,1766221,GOOGL
19-03-2015,564.52,566.96,562.12,563.67,1232969,GOOGL
20-03-2015,566.71,567.1,564.48,564.95,2216038,GOOGL
23-03-2015,566,569.64,563.06,565.37,1511686,GOOGL
24-03-2015,568.54,581.88,568.09,577.54,3957844,GOOGL
25-03-2015,577.57,580.07,567,567,2653451,GOOGL
26-03-2015,564.65,567.19,558.31,563.64,2492141,GOOGL
27-03-2015,561.83,564.07,556.93,557.55,1727629,GOOGL
30-03-2015,560.25,562.16,556.79,561.14,1239350,GOOGL
31-03-2015,557.94,562.45,554.67,554.7,1746622,GOOGL
01-04-2015,554.83,558.5,546.03,549.49,1945090,GOOGL
02-04-2015,547.41,548,540.44,541.31,2388019,GOOGL
06-04-2015,538.84,545.54,535.7,543.95,1685894,GOOGL
07-04-2015,544.99,550.16,543.58,544.86,1365916,GOOGL
08-04-2015,546,551.5,546,548.84,1419316,GOOGL
09-04-2015,549.21,549.37,541.95,548.02,1618299,GOOGL
10-04-2015,549.57,549.85,544.98,548.54,1305219,GOOGL
13-04-2015,547.05,553.27,546.3,548.64,1466277,GOOGL
14-04-2015,546.57,546.57,535.74,539.78,2360329,GOOGL
15-04-2015,537.96,543.19,532.37,541.04,2348087,GOOGL
16-04-2015,538.35,545.23,538.1,543.52,1586088,GOOGL
17-04-2015,537.31,539.8,529,532.74,2461698,GOOGL
20-04-2015,533.75,545.8,533.35,544.53,1926064,GOOGL
21-04-2015,546.31,547.77,542.21,542.92,1456387,GOOGL
22-04-2015,543.06,551,541.32,549.18,1590320,GOOGL
23-04-2015,550.41,561.17,550.08,557.46,3909155,GOOGL
24-04-2015,580.05,584.7,568.35,573.66,4608403,GOOGL
27-04-2015,572.77,575.52,562.3,566.12,2403105,GOOGL
28-04-2015,564.32,567.83,560.96,564.37,1859787,GOOGL
29-04-2015,560.51,565.84,559,561.39,1681064,GOOGL
30-04-2015,558.56,561.11,546.72,548.77,2362024,GOOGL
01-05-2015,550.51,551.22,543.85,551.16,1828566,GOOGL
04-05-2015,550.99,556.69,547.39,552.84,1762952,GOOGL
05-05-2015,550.16,552.61,542.37,543.04,1426417,GOOGL
06-05-2015,542.64,543.93,532.24,535.08,1951728,GOOGL
07-05-2015,535.9,545.2,533.45,542.04,1592220,GOOGL
08-05-2015,548.87,552.8,548.03,548.95,1411264,GOOGL
11-05-2015,548.49,553.37,545.6,545.78,1092923,GOOGL
12-05-2015,542.81,542.96,535,538.73,1764123,GOOGL
13-05-2015,540.47,543.84,538.98,539.49,1211920,GOOGL
14-05-2015,543.97,549.69,542.5,549.2,1586833,GOOGL
15-05-2015,550.39,550.6,542.5,546.49,1671977,GOOGL
18-05-2015,543.82,548.34,542.25,546.67,1335256,GOOGL
19-05-2015,548,553.4,547.12,549.28,2356274,GOOGL
20-05-2015,550.92,556.06,545.1,552.51,1541962,GOOGL
21-05-2015,550.2,557.61,549.3,556.81,1708512,GOOGL
22-05-2015,554.46,558.24,553.62,554.52,1213288,GOOGL
26-05-2015,552.58,553.33,542.97,547.19,1873709,GOOGL
27-05-2015,548.68,555.29,546.58,554.25,1742237,GOOGL
28-05-2015,553.79,555.76,550.8,554.18,1177318,GOOGL
29-05-2015,553.2,553.94,545.04,545.32,2172282,GOOGL
01-06-2015,548.73,550.57,543.58,549.21,1660500,GOOGL
02-06-2015,547.43,558.79,546.55,553.95,1592828,GOOGL
03-06-2015,555.1,557.99,552.15,555.29,1335479,GOOGL
04-06-2015,552.18,555.96,549.12,551.69,1343317,GOOGL
05-06-2015,552,553.33,547.38,549.53,1219841,GOOGL
